topic,category,participant_id,descriptions,difficulty_rating,image,is_data_visualization,languages,minivlat_answers,minivlat_time,reaction_times,self_understanding,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,CLIPScore,colour_terms,numbers_raw_count,hedge_terms,trend_terms
Health care in France,Health care in France / Spending,914b3e121a973fac3d637d5e,"This is a bar chart showing that France has had the highest healthcare spending as a percentage of GDP over the years 2005 through 2008 versus countries such as Germany, Hungary, Island, Italy, Netherlands, and the United Kingdom. France has averaged around 11% for the timframe with the lowest averages being Ireland and Hungary coming in at around 7%.",4,train-0-24427.JPG,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",9.216283333,102906,3,16.17556667,Health care in France,1,first,10,68,Total health spending as a percentage of GDP for France compared amongst various other first world nations from 2005 to 2008,,353,21,0,0.7073170732,,0.7920151949,-0.004262527451,,,0.7856,0,4,3,2
Medicare (Australia),Medicare (Australia) / Funding of scheme,914b3e121a973fac3d637d5e,"This is a bar chart showing that total health expenditure is rising across many major economies. The chart covers years 1995, 200, 2005 and 2007. The rate of spending seems to be increasing most heavily in the United States. Switzerland has also seen a large jump in total spending across this timeframe with Canada and France now having as much fluctuation. It would seem that the UK has also had a steady rate of increase over this timeframe.",4,train-0-1840.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",9.216283333,142008,3,16.17556667,Medicare (Australia),2,first,10,85,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995",,445,22,0,0.6744186047,,0.6241363883,-0.01185502484,,,0.7646,0,4,4,5
Corporate tax in the United States,Corporate tax in the United States / History,e36f7ec94084b1a63c3a0d79,The image tells us about the graph showing the level of U.S effective corporate tax rate between 1947-2011.,3,train-0-27950.jpg,TRUE,English,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.787716667,105235,4,15.75576667,Corporate tax in the United States,0,first,8,19,The U.S. federal effective corporate tax rate has become much lower than the nominal rate because of tax shelters such as tax havens.,,107,24,0,0.7272727273,,0.4762263,0.1519910693,,,0.9688,0,2,1,0
Health care in France,Health care in France / Spending,e36f7ec94084b1a63c3a0d79,Image showing the Total health percentage of GDP for France and other various first world nations between 2005 to 2008.,3,train-0-24427.JPG,TRUE,English,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.787716667,107803,4,15.75576667,Health care in France,1,first,8,21,Total health spending as a percentage of GDP for France compared amongst various other first world nations from 2005 to 2008,,119,21,0,0.90625,,0.8824371099,0.01870015822,,,0.6016,0,2,0,0
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",e36f7ec94084b1a63c3a0d79,Image showing the Occupational structure of Nash as shown by the Census of 1881,3,train-0-20101.png,TRUE,English,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.787716667,72275,4,15.75576667,"Nash, Buckinghamshire",2,first,8,14,The Occupational Structure of Nash as shown by the Census of 1881.,,79,13,0,0.7931034483,,0.9184033871,0.08519257605,,,1.301,0,1,0,0
Health care in France,Health care in France / Spending,9369474de8319c98e9142f47,total health spending as a percentage of GdP FOR FRANCE COMPARED AMONGST VARIOUS OTHER FIRST WORLD NATIONS FROM 2005 TO 2008.,2,train-0-24427.JPG,TRUE,ENGLISH,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': 'Skip', 'question9': 'Skip'}",2.722666667,129062,1,13.69991667,Health care in France,0,first,7,22,Total health spending as a percentage of GDP for France compared amongst various other first world nations from 2005 to 2008,,126,21,0,0.5681818182,,0.984457016,-0.0426478982,,,0.7393,0,2,0,0
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",9369474de8319c98e9142f47,THE OCCUPATIONAL STRUCTURE OF NASH AS SHOWN BY THE CENSUS OF 1881.,2,train-0-20101.png,TRUE,ENGLISH,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': 'Skip', 'question9': 'Skip'}",2.722666667,88131,1,13.69991667,"Nash, Buckinghamshire",1,first,7,13,The Occupational Structure of Nash as shown by the Census of 1881.,,66,13,0,0.2368421053,,1.000000119,-0.008736806922,,,1.308,0,1,0,0
Abortion in Utah,Abortion in Utah / History / Clinic history,9369474de8319c98e9142f47,DECLINE IN NUMBER OF ABORTION CLINICS IN UTAH BY YEAR,2,train-0-11058.png,TRUE,ENGLISH,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': 'Skip', 'question9': 'Skip'}",2.722666667,31677,1,13.69991667,Abortion in Utah,2,first,7,10,Number of abortion clinics in Utah by year.,,53,9,0,0.08571428571,,0.9172830582,0.008513785899,,,1.013,0,0,0,0
Health care in France,Health care in France / Spending,e306be5238d8647344d4c64f,Graph showing that the annual total health spending for France is higher than the other nations included.,4,train-0-24427.JPG,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.806666667,153805,5,23.53335,Health care in France,0,first,12,18,Total health spending as a percentage of GDP for France compared amongst various other first world nations from 2005 to 2008,,105,21,0,0.6666666667,,0.8327865005,-0.04463729635,,,0.7593,0,0,0,1
Capital gains tax in the United States,Capital gains tax in the United States / Effects / Measuring the effect on the economy,e306be5238d8647344d4c64f,Graph showing the change in the top capital gains tax rates vs economic growth over a period of 60 years indicates that the two factors are independent of one another.,5,train-0-24650.jpg,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.806666667,258179,5,23.53335,Capital gains tax in the United States,1,first,12,31,Top tax rates on long-term capital gains and real economic growth (measured as the percentage change in real GDP) from 1950 to 2011. Burman found low correlation (0.12) between low capital gains taxes and economic growth.[44],,167,45,0,0.5365853659,,0.4859011769,0.08289220184,,,0.874,0,1,2,2
Capital gains tax in the United States,Capital gains tax in the United States / Effects / Measuring the effect on the economy,e306be5238d8647344d4c64f,Graph showing the change in the top capital gains tax rates vs economic growth over a period of 60 years indicates that the two factors are largely independent of one another.,5,train-0-24650.jpg,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.806666667,10405,5,23.53335,Capital gains tax in the United States,1,second,12,32,Top tax rates on long-term capital gains and real economic growth (measured as the percentage change in real GDP) from 1950 to 2011. Burman found low correlation (0.12) between low capital gains taxes and economic growth.[44],,175,45,0,0.5365853659,,0.4885567129,0.07587532699,,,0.876,0,1,3,2
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",e306be5238d8647344d4c64f,A graph showing the percentage of Nash residents engaged in various occupations.,3,train-0-20101.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.806666667,121763,5,23.53335,"Nash, Buckinghamshire",2,first,12,13,The Occupational Structure of Nash as shown by the Census of 1881.,,80,13,0,0.5666666667,,0.6170488596,0.09080974758,,,1.083,0,0,0,0
Medicare (Australia),Medicare (Australia) / Funding of scheme,6960b1e90dcedb1b32c13e31,"Comparisons of spending for Australia, Canada, France, Germany, Japan, Switzerland, UK, and US in bar chart form. Years shown are 1995, 2000, 2005, and 2007, with general uptrending for all countries over time, with the US highest.",4,train-0-1840.png,TRUE,"English, Gujarati","{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.90425,149662,5,25.23366667,Medicare (Australia),0,first,12,51,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995",,231,22,0,0.6363636364,,0.618521452,-0.018730212,,,0.6147,0,4,1,0
Abortion in Utah,Abortion in Utah / History / Clinic history,6960b1e90dcedb1b32c13e31,"Line graph of number of abortion clinics in Utah over time from 1980 to 2020, with years on the X axis and number of clinics on the Y axis. Points are at years: approx 1982, approx 1992, approx 2014, approx 2017 and approx 2019. From the first point, the numbers are as follows: 7, 6, 2, 1, 1.",2,train-0-11058.png,TRUE,"English, Gujarati","{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.90425,145143,5,25.23366667,Abortion in Utah,1,first,12,72,Number of abortion clinics in Utah by year.,,293,9,0,0.4634146341,,0.7779012322,0.009312471375,,,1.02,0,12,1,0
Health care in France,Health care in France / Spending,6960b1e90dcedb1b32c13e31,"Bar graph visualizing total health spending as a percentage of GDP for different countries. Y axis contains percentages up to 12.0%, X axis has different countries (France, Germany, Hungary, Ireland, Italy, Netherlands, United Kingdom), and there is color coding for each bar with different years (2005, 2006, 2007, 2008).",5,train-0-24427.JPG,TRUE,"English, Gujarati","{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.90425,326414,5,25.23366667,Health care in France,2,first,12,67,Total health spending as a percentage of GDP for France compared amongst various other first world nations from 2005 to 2008,,323,21,0,0.5714285714,,0.5914112329,0.01395243406,,,0.7764,0,6,0,1
Capital gains tax in the United States,Capital gains tax in the United States / Effects / Measuring the effect on the economy,f0cb18a5305f0fff565d93e0,Tax rates throughout history that show capital gains and percent of change.,3,train-0-24650.jpg,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",18.84018333,272531,3,29.79035,Capital gains tax in the United States,0,first,10,13,Top tax rates on long-term capital gains and real economic growth (measured as the percentage change in real GDP) from 1950 to 2011. Burman found low correlation (0.12) between low capital gains taxes and economic growth.[44],,76,45,0,0.5384615385,,0.5777282119,0.05992664397,,,0.8374,0,0,0,1
Medicare (Australia),Medicare (Australia) / Funding of scheme,f0cb18a5305f0fff565d93e0,Total amount of health spending comparisons from different countries from 1995 to 2007,2,train-0-1840.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",18.84018333,43145,3,29.79035,Medicare (Australia),1,first,10,13,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995",,86,22,0,0.6285714286,,0.7541962862,-0.007724855095,,,0.824,0,2,0,0
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",f0cb18a5305f0fff565d93e0,"Breakdown of different jobs in Nash, Buckinghamshire in 1881.",3,train-0-20101.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",18.84018333,43519,3,29.79035,"Nash, Buckinghamshire",2,first,10,11,The Occupational Structure of Nash as shown by the Census of 1881.,,61,13,0,0.5757575758,,0.7753368616,-0.04006810486,,,0.9624,0,1,0,0
Medicare (Australia),Medicare (Australia) / Funding of scheme,6feaee223c19c8f6173522e8,"Bar graph shows spending in Australia, Canada, France, Germany, Japan, Switzerland, UK, and US. Graph shows spending in the US highest by far at 7200 in 2007. Switzerland is the next highest at 4500 in 2007, then Canada, then France and Germany tied, then Australia, UK, and Japan last.",4,train-0-1840.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.868833333,193988,4,15.79565,Medicare (Australia),0,first,10,64,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995",,286,22,0,0.5434782609,,0.4426527619,0.04907697067,,,0.5957,0,4,0,2
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",6feaee223c19c8f6173522e8,"Circle graph shows:
 Agriculture 40% (64)
 Textiles and clothing 31% (50)
 Domestic services 10% (16)
 No specific occupation 6% (9)
 Food and lodging 5% (8)
 Tradesman 4% (7)
 Local professionals 2% (4)
 Local government 1% (2)
 Other 1% (2)",1,train-0-20101.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.868833333,213204,4,15.79565,"Nash, Buckinghamshire",1,first,10,67,The Occupational Structure of Nash as shown by the Census of 1881.,,233,13,0,0.4583333333,,0.2847863436,0.07345038652,,,0.6543,0,18,0,0
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",6feaee223c19c8f6173522e8,"Circle graph shows:
 Agriculture 40% (64)
 Textiles and clothing 31% (50)
 Domestic services 10% (16)
 No specific occupation 6% (9)
 Food and lodging 5% (8)
 Tradesman 4% (7)
 Local professionals 2% (4)
 Local government 1% (2)
 Other 1% (2)",1,train-0-20101.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.868833333,20965,4,15.79565,"Nash, Buckinghamshire",1,second,10,67,The Occupational Structure of Nash as shown by the Census of 1881.,,233,13,0,0.4583333333,,0.2847863436,0.07345038652,,,0.6543,0,18,0,0
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",6feaee223c19c8f6173522e8,"Circle graph shows:
 Agriculture 40% (64), 
 Textiles and clothing 31% (50), 
 Domestic services 10% (16), 
 No specific occupation 6% (9), 
 Food and lodging 5% (8), 
 Tradesman 4% (7), 
 Local professionals 2% (4), 
 Local government 1% (2), 
 Other 1% (2)",1,train-0-20101.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.868833333,22564,4,15.79565,"Nash, Buckinghamshire",1,second,10,75,The Occupational Structure of Nash as shown by the Census of 1881.,,249,13,0,0.4489795918,,0.296338737,0.08985889703,,,0.681,0,18,0,0
Corporate tax in the United States,Corporate tax in the United States / History,6feaee223c19c8f6173522e8,"Line graph shows US Effective Corporate Tax Rate 1947-2011. Effective tax rate has decreased over time. 1947 35%, 1955 42%, 1963 37%, 1971 32%, 1979 27%, 1987 32%, 1995 28%, 2003 22%, 2011 18%",3,train-0-27950.jpg,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.868833333,165155,4,15.79565,Corporate tax in the United States,2,first,10,53,The U.S. federal effective corporate tax rate has become much lower than the nominal rate because of tax shelters such as tax havens.,,192,24,0,0.511627907,,0.4721552134,0.06945048273,,,0.9224,0,20,1,1
Medicare (Australia),Medicare (Australia) / Funding of scheme,4ebb007939806cec69a033e1,The us remains the biggest spender of health. Japan and the UK are about even in all metrics. All the countries are growing in healthcare costs at about the same rate. Germany france and australia are about even in spending and canada is a bit higher than them all. Switzerland is above canada.,3,train-0-1840.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Australia', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.1292,132674,4,15.66306667,Medicare (Australia),0,first,10,58,"Total health spending per capita, in U.S. dollars PPP-adjusted, of Australia compared amongst various other first world nations since 1995",,294,22,0,0.6578947368,,0.5944464803,0.09449528158,,,0.7207,0,0,3,3
Health care in France,Health care in France / Spending,4ebb007939806cec69a033e1,"France is spending the most. Germany is a close second. The netherlands is about 3 percent less than germany. italy is next with about 1 percent. ireland is next with barely half a percent, though their spending sharply increased from 7.5 to 8.5 from 2007 to 2008. the uk is next but is about even with ireland. hungary has gone down in spending over the years and is the lowest spending.",3,train-0-24427.JPG,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Australia', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.1292,143133,4,15.66306667,Health care in France,1,first,10,78,Total health spending as a percentage of GDP for France compared amongst various other first world nations from 2005 to 2008,,388,21,0,0.7105263158,,0.6196761131,0.04458383843,,,0.679,0,8,4,3
Capital gains tax in the United States,Capital gains tax in the United States / Effects / Measuring the effect on the economy,4ebb007939806cec69a033e1,"There are two lines showcasing the capital gains max tax rate and the percent change in gdp. one is dotted and blue and the other is a solid red line. correlation text says it is 0.12 in the bottom left. the x axis is from year 1950 to 2010. the red solid line representing change in real gdp is volative and spikes up and drops down regularly., but slightly trending down near the end of the graph. The blue dotted line representing capital gains tax is straight on 25 % until 1970 where it increases somewhat to around 40 percent then drops sharply to 20% in 1980 over a few years. it plateaus for a decade then rises to 27 percent and plateaus again until around 1995, dropping sharply over a few years to 21 percent then another plateau where the trend is going down",4,train-0-24650.jpg,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Australia', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.1292,260815,4,15.66306667,Capital gains tax in the United States,2,first,10,153,Top tax rates on long-term capital gains and real economic growth (measured as the percentage change in real GDP) from 1950 to 2011. Burman found low correlation (0.12) between low capital gains taxes and economic growth.[44],,770,45,0,0.6444444444,,0.4983861446,0.03771819547,,,0.86,4,12,7,14
Abortion in Utah,Abortion in Utah / History / Clinic history,dc306bccfc0e16257d7f48e7,Images shows a line graph of the number of abortion clinics in Utah ranging from the year 1980 to 2025. The line starts in 1982 with 7 clinics and decreases steadily to 2017 with 1 clinic and the line remains steady at 1 until 2019 where it ends.,2,train-0-11058.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.243166667,175523,4,31.39386667,Abortion in Utah,0,first,11,50,Number of abortion clinics in Utah by year.,,246,9,0,0.5757575758,,0.7496000528,0.005693720654,,,1.019,0,8,0,1
Abortion in Utah,Abortion in Utah / History / Clinic history,dc306bccfc0e16257d7f48e7,This is a line graph of the number of abortion clinics in Utah ranging from the year 1980 to 2025. The line starts in 1982 with 7 clinics and decreases steadily to 2017 with 1 clinic and the line remains steady at 1 until 2019 where it ends.,2,train-0-11058.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.243166667,14530,4,31.39386667,Abortion in Utah,0,second,11,50,Number of abortion clinics in Utah by year.,,241,9,0,0.59375,,0.7631487846,0.001204261556,,,1.012,0,8,0,1
Abortion in Utah,Abortion in Utah / History / Clinic history,dc306bccfc0e16257d7f48e7,This is a line graph of the number of abortion clinics in Utah ranging from the year 1980 to the year 2025. The line starts in 1982 with 7 clinics and decreases steadily to 2017 with 1 clinic and the line remains steady at 1 until 2019 where it ends.,2,train-0-11058.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.243166667,14963,4,31.39386667,Abortion in Utah,0,second,11,52,Number of abortion clinics in Utah by year.,,250,9,0,0.59375,,0.7613574266,0.001240164973,,,0.9966,0,8,0,1
Abortion in Utah,Abortion in Utah / History / Clinic history,dc306bccfc0e16257d7f48e7,This is a line graph of the number of abortion clinics in Utah ranging from the year 1980 to the year 2025. The line starts in 1982 with 7 clinics and decreases steadily to 2017 with 1 clinic. The line remains steady at 1 until 2019 where the graph ends.,2,train-0-11058.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.243166667,28540,4,31.39386667,Abortion in Utah,0,second,11,53,Number of abortion clinics in Utah by year.,,254,9,0,0.59375,,0.7514237165,0.01366180927,,,0.9985,0,8,0,1
Capital gains tax in the United States,Capital gains tax in the United States / Effects / Measuring the effect on the economy,dc306bccfc0e16257d7f48e7,"This graph has two lines, one a solid red indicating the change in real GDP and a dashed blue line indicating the maximum capital gains tax rate. The red line indicating the change in real GDP is very volatile, oscillating between a high of approximately 9 percent in 1950 to a low of -3.8 in 2008. The high to low and low to high oscillations change approximately every two or three years. For the maximum gains tax rate, it remained steady at 25% from 1950 to 1968, increased gradually to 40% from 1968 to 1978, then decreased sharply to 20% by 1981. It remained at 20% until 1986 then remained steady at about 30% from 1986 until 1997. From 1997 to 2002 it remained at slightly over 20% then ticked down to 16% after. The maximum capital gains tax rate then slowly decreased slightly to about 15% from 2002 to 2011, the end of the graph.",4,train-0-24650.jpg,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.243166667,590469,4,31.39386667,Capital gains tax in the United States,1,first,11,177,Top tax rates on long-term capital gains and real economic growth (measured as the percentage change in real GDP) from 1950 to 2011. Burman found low correlation (0.12) between low capital gains taxes and economic growth.[44],,840,45,0,0.6734693878,,0.4401111901,0.05566248298,,,0.8403,3,25,8,10
"Nash, Buckinghamshire","Nash, Buckinghamshire / Economy",dc306bccfc0e16257d7f48e7,"This is a pie graph showing the occupations of Nash in 1881. The bulk of the graph is agriculture, with the slice colored golden yellow, taking up 40% of the total and numbering 64. The next largest slice is textiles and clothing, colored navy blue, taking up 31% of the graph and numbering 50. Next is domestic services at 10%, colored gray, and numbering 16. Following that is no specific occupation, taking up 6%, colored dark gray, and numbering 9. After that is food and lodging with 5%, colored green, and numbering 8. Next is tradesman with 4%, colored blue, and numbering 7. Following that is local professionals at 2%, colored orange, and numbering 4. The last two slices, local government and other, both are 1% and numbering 2. The local government slice is colored light blue and the slice labeled other is colored brown.",3,train-0-20101.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.243166667,425121,4,31.39386667,"Nash, Buckinghamshire",2,first,11,180,The Occupational Structure of Nash as shown by the Census of 1881.,,833,13,0,0.5227272727,,0.5121126175,0.1880338788,,,1.247,2,17,0,4
